,funded_amnt,funded_amnt_inv,loan_amnt,loan_status,title,dti,zip_code,addr_state,emp_length,policy_code
296285,35000.0,35000.0,35000.0,Fully Paid,Debt consolidation,27.16,255xx,WV,10+ years,1.0
1666206,5000.0,5000.0,5000.0,Current,Debt consolidation,17.61,314xx,GA,1 year,1.0
1888386,24000.0,24000.0,24000.0,Fully Paid,Debt consolidation,18.06,544xx,WI,9 years,1.0
1584778,10000.0,10000.0,10000.0,Late (31-120 days),Debt consolidation,31.4,606xx,IL,,1.0
1375157,15000.0,15000.0,15000.0,Current,Credit card refinancing,28.14,224xx,VA,6 years,1.0
1476333,4000.0,4000.0,4000.0,Current,Debt consolidation,12.26,290xx,SC,< 1 year,1.0
127615,12000.0,12000.0,12000.0,Fully Paid,Home improvement,26.77,453xx,OH,10+ years,1.0
1956941,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,5.21,334xx,FL,5 years,1.0
1274031,13700.0,13700.0,13700.0,Fully Paid,Debt consolidation,8.17,112xx,NY,< 1 year,1.0
1308181,22000.0,22000.0,22000.0,Fully Paid,Debt consolidation,24.94,640xx,MO,10+ years,1.0
2138326,4200.0,4200.0,4200.0,Current,Other,30.94,551xx,MN,10+ years,1.0
1722079,3600.0,3600.0,3600.0,Current,Home improvement,25.05,352xx,AL,,1.0
1840799,20000.0,20000.0,20000.0,Fully Paid,want relief,20.22,113xx,NY,10+ years,1.0
1892826,22000.0,22000.0,22000.0,Fully Paid,Refinance and Debt Consolidation,28.11,875xx,NM,1 year,1.0
572178,15000.0,15000.0,15000.0,Current,Debt consolidation,10.72,212xx,MD,10+ years,1.0
534242,40000.0,40000.0,40000.0,Current,Home improvement,9.98,077xx,NJ,< 1 year,1.0
790917,9000.0,9000.0,9000.0,Current,Other,11.57,770xx,TX,7 years,1.0
898946,12000.0,12000.0,12000.0,Current,Credit card refinancing,24.54,790xx,TX,6 years,1.0
329751,4800.0,4800.0,4800.0,Fully Paid,Debt consolidation,30.04,996xx,AK,5 years,1.0
852942,4000.0,4000.0,4000.0,Current,Debt consolidation,11.85,188xx,PA,2 years,1.0
2181153,4200.0,4200.0,4200.0,Fully Paid,Debt consolidation,12.74,945xx,CA,1 year,1.0
25208,9350.0,9350.0,9350.0,Fully Paid,Credit card refinancing,24.46,331xx,FL,3 years,1.0
552738,35000.0,34950.0,35000.0,Current,Business,17.58,664xx,KS,10+ years,1.0
857434,10000.0,10000.0,10000.0,Current,Debt consolidation,21.05,379xx,TN,10+ years,1.0
1643056,6000.0,5000.0,6000.0,Fully Paid,great credit,4.58,100xx,NY,2 years,1.0
478935,35000.0,35000.0,35000.0,Current,Home buying,2.71,330xx,FL,10+ years,1.0
1884938,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,13.96,238xx,VA,10+ years,1.0
2068854,12000.0,12000.0,12000.0,Charged Off,Other,17.6,601xx,IL,2 years,1.0
1464485,4000.0,4000.0,4000.0,Current,Home improvement,17.21,088xx,NJ,,1.0
594979,10000.0,9950.0,10000.0,Current,Debt consolidation,46.21,970xx,OR,< 1 year,1.0
2057458,35000.0,35000.0,35000.0,Current,Business,19.78,347xx,FL,10+ years,1.0
1369938,16500.0,16500.0,16500.0,Current,Debt consolidation,29.23,480xx,MI,3 years,1.0
2142025,3000.0,3000.0,3000.0,Charged Off,Debt consolidation,17.25,100xx,NY,10+ years,1.0
1179354,6000.0,6000.0,6000.0,Fully Paid,Debt consolidation,10.85,151xx,PA,8 years,1.0
769411,13200.0,13200.0,13200.0,Current,Debt consolidation,15.45,370xx,TN,10+ years,1.0
1988735,14000.0,14000.0,14000.0,Charged Off,Debt consolidation,31.2,104xx,NY,9 years,1.0
1448700,10000.0,10000.0,10000.0,Current,Credit card refinancing,38.23,483xx,MI,10+ years,1.0
1067212,30000.0,30000.0,30000.0,Charged Off,Debt consolidation,2.42,925xx,CA,10+ years,1.0
1538380,9600.0,9600.0,9600.0,Current,Debt consolidation,32.27,140xx,NY,3 years,1.0
94175,35000.0,35000.0,35000.0,Fully Paid,Debt consolidation,28.68,065xx,CT,10+ years,1.0
2035019,9000.0,9000.0,9000.0,Current,Debt consolidation,14.7,403xx,KY,3 years,1.0
1849067,10000.0,10000.0,10000.0,Fully Paid,Home improvement,10.62,903xx,CA,10+ years,1.0
1423439,11000.0,11000.0,11000.0,Current,Credit card refinancing,18.36,080xx,NJ,10+ years,1.0
335940,15000.0,15000.0,15000.0,Charged Off,Home improvement,16.55,113xx,NY,10+ years,1.0
852028,11000.0,11000.0,11000.0,Current,Debt consolidation,15.96,856xx,AZ,< 1 year,1.0
1231407,21600.0,21600.0,21600.0,Fully Paid,Debt consolidation,27.57,395xx,MS,3 years,1.0
1295660,12600.0,12600.0,12600.0,Charged Off,Debt consolidation,16.62,778xx,TX,10+ years,1.0
629199,21000.0,21000.0,21000.0,Fully Paid,Debt consolidation,16.43,223xx,VA,< 1 year,1.0
212926,13400.0,13375.0,13400.0,Charged Off,Debt consolidation,19.57,980xx,WA,10+ years,1.0
1016474,32000.0,31700.0,32000.0,Fully Paid,,33.49,577xx,SD,3 years,1.0
740701,9025.0,9025.0,9025.0,Charged Off,Debt consolidation,30.0,111xx,NY,1 year,1.0
2212452,7000.0,7000.0,7000.0,Fully Paid,Debt consolidation,26.16,054xx,VT,7 years,1.0
490712,40000.0,40000.0,40000.0,Current,Debt consolidation,24.49,604xx,IL,1 year,1.0
878934,7500.0,7500.0,7500.0,Late (31-120 days),Credit card refinancing,25.07,760xx,TX,,1.0
161684,5000.0,5000.0,5000.0,Fully Paid,Debt consolidation,9.59,365xx,AL,10+ years,1.0
119339,21000.0,21000.0,21000.0,Current,Debt consolidation,24.38,631xx,MO,10+ years,1.0
1802570,12000.0,12000.0,12000.0,Fully Paid,Debt Consolidation,18.57,190xx,PA,< 1 year,1.0
1892055,15000.0,15000.0,15000.0,Fully Paid,Debt Consolidation Loan,8.72,020xx,MA,2 years,1.0
1645030,20000.0,19950.0,20000.0,Fully Paid,"Great credit, good job, just want to pay off credit card debt",20.13,483xx,MI,4 years,1.0
1438714,14400.0,14400.0,14400.0,Fully Paid,Debt consolidation,37.75,840xx,UT,4 years,1.0
2011144,17600.0,17600.0,17600.0,Current,Debt consolidation,24.18,853xx,AZ,10+ years,1.0
2041735,4350.0,4350.0,4350.0,Current,Medical expenses,26.86,606xx,IL,4 years,1.0
388033,35000.0,35000.0,35000.0,Fully Paid,Debt consolidation,13.55,806xx,CO,< 1 year,1.0
1896614,11500.0,11500.0,11500.0,Fully Paid,Debt Consolidation,23.72,271xx,NC,1 year,1.0
1627473,10000.0,10000.0,10000.0,Fully Paid,Small Business Loan,0.24,100xx,NY,2 years,1.0
1409154,40000.0,40000.0,40000.0,Current,Credit card refinancing,25.17,016xx,MA,7 years,1.0
1694493,15000.0,15000.0,15000.0,Charged Off,Home improvement,15.07,333xx,FL,5 years,1.0
199455,9500.0,9500.0,9500.0,Fully Paid,Debt consolidation,27.27,070xx,NJ,10+ years,1.0
305026,12000.0,12000.0,12000.0,Fully Paid,Credit card refinancing,10.86,775xx,TX,2 years,1.0
36027,10000.0,10000.0,10000.0,Fully Paid,Credit card refinancing,10.47,293xx,SC,10+ years,1.0
1175415,8000.0,8000.0,8000.0,Fully Paid,Business,11.16,275xx,NC,8 years,1.0
1081216,35000.0,35000.0,35000.0,Fully Paid,Credit card refinancing,13.17,600xx,IL,10+ years,1.0
146747,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,28.96,177xx,PA,3 years,1.0
2019304,2800.0,2800.0,2800.0,Fully Paid,Debt consolidation,9.95,112xx,NY,3 years,1.0
2091678,35000.0,35000.0,35000.0,Current,Debt consolidation,8.85,574xx,SD,< 1 year,1.0
1412887,3000.0,3000.0,3000.0,Current,Medical expenses,18.34,117xx,NY,10+ years,1.0
1619598,5000.0,5000.0,5000.0,Charged Off,credit card payoff,19.2,236xx,VA,< 1 year,1.0
2129223,2800.0,2800.0,2800.0,Fully Paid,Debt consolidation,14.23,810xx,CO,2 years,1.0
473556,14000.0,14000.0,14000.0,Charged Off,Debt consolidation,13.27,372xx,TN,5 years,1.0
1406104,12000.0,12000.0,12000.0,Current,Debt consolidation,9.82,853xx,AZ,1 year,1.0
99847,23100.0,23100.0,23100.0,Charged Off,Business,1.82,917xx,CA,6 years,1.0
1829674,12000.0,12000.0,12000.0,Charged Off,Credit card refinancing,19.88,930xx,CA,10+ years,1.0
362658,14000.0,14000.0,14000.0,Fully Paid,Credit card refinancing,28.15,601xx,IL,< 1 year,1.0
529281,10000.0,10000.0,10000.0,Current,Business,11.21,441xx,OH,< 1 year,1.0
2002644,5000.0,5000.0,5000.0,Fully Paid,Major purchase,14.53,725xx,AR,2 years,1.0
246059,28000.0,28000.0,28000.0,Fully Paid,Credit card refinancing,18.7,770xx,TX,10+ years,1.0
79519,2200.0,2200.0,2200.0,Fully Paid,Home improvement,24.79,432xx,OH,10+ years,1.0
786747,3500.0,3500.0,3500.0,Current,Credit card refinancing,2.05,190xx,PA,10+ years,1.0
1556181,1000.0,1000.0,1000.0,Fully Paid,Credit card refinancing,19.39,441xx,OH,< 1 year,1.0
1109621,5000.0,5000.0,5000.0,Fully Paid,,17.74,373xx,TN,< 1 year,1.0
478890,15000.0,14975.0,15000.0,Current,Credit card refinancing,31.6,021xx,MA,8 years,1.0
610541,25000.0,25000.0,25000.0,Current,Credit card refinancing,10.11,906xx,CA,10+ years,1.0
988532,5000.0,5000.0,5000.0,Fully Paid,Other,36.49,175xx,PA,6 years,1.0
1821658,8000.0,8000.0,8000.0,Fully Paid,consolidation loan,11.07,921xx,CA,< 1 year,1.0
11356,15000.0,14975.0,15000.0,Fully Paid,Credit card refinancing,17.8,024xx,MA,2 years,1.0
1871682,15000.0,14950.0,15000.0,Fully Paid,Lending Loan,13.81,601xx,IL,10+ years,1.0
1222784,6400.0,6400.0,6400.0,Fully Paid,Debt consolidation,8.98,601xx,IL,9 years,1.0
1204053,4500.0,4500.0,4500.0,Fully Paid,Credit card refinancing,22.37,217xx,MD,7 years,1.0
1180205,17500.0,17500.0,17500.0,Fully Paid,Debt consolidation,19.59,466xx,IN,2 years,1.0
1057295,7000.0,7000.0,7000.0,Fully Paid,Debt consolidation,36.3,949xx,CA,10+ years,1.0
1314136,2500.0,2500.0,2500.0,Fully Paid,Debt consolidation,18.35,214xx,MD,10+ years,1.0
2197013,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,17.39,088xx,NJ,10+ years,1.0
209393,4450.0,4450.0,4450.0,Fully Paid,Debt consolidation,28.73,923xx,CA,10+ years,1.0
46104,22000.0,22000.0,22000.0,Fully Paid,Debt consolidation,14.16,189xx,PA,< 1 year,1.0
1582111,10000.0,10000.0,10000.0,Current,Credit card refinancing,16.89,553xx,MN,10+ years,1.0
1310923,6000.0,5975.0,6000.0,Fully Paid,Debt consolidation,9.29,928xx,CA,10+ years,1.0
1730502,8000.0,8000.0,8000.0,Current,Debt consolidation,27.05,711xx,LA,,1.0
2095670,26500.0,26500.0,26500.0,Current,Debt consolidation,4.81,335xx,FL,< 1 year,1.0
769198,2400.0,2400.0,2400.0,Current,Credit card refinancing,15.2,731xx,OK,7 years,1.0
2193567,28800.0,28800.0,28800.0,Current,Debt consolidation,16.38,760xx,TX,2 years,1.0
190958,25000.0,25000.0,25000.0,Fully Paid,Debt consolidation,19.48,756xx,TX,1 year,1.0
1922255,10000.0,10000.0,10000.0,Fully Paid,A New Start,22.77,120xx,NY,4 years,1.0
216380,11000.0,11000.0,11000.0,Fully Paid,Credit card refinancing,7.74,331xx,FL,5 years,1.0
2077544,5000.0,5000.0,5000.0,Current,Other,37.59,077xx,NJ,10+ years,1.0
638472,20000.0,20000.0,20000.0,Current,Debt consolidation,15.48,658xx,MO,10+ years,1.0
1602953,25000.0,25000.0,25000.0,Fully Paid,Debt consolidation,16.46,072xx,NJ,4 years,1.0
413748,9325.0,9325.0,9325.0,Fully Paid,Debt consolidation,25.84,983xx,WA,1 year,1.0
1748643,21325.0,21325.0,21325.0,Current,Debt consolidation,31.74,306xx,GA,10+ years,1.0
1574374,40000.0,40000.0,40000.0,Current,Home improvement,9.93,303xx,GA,10+ years,1.0
495182,40000.0,40000.0,40000.0,Fully Paid,Debt consolidation,15.62,224xx,VA,5 years,1.0
2095119,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,11.13,027xx,MA,10+ years,1.0
1409441,22000.0,22000.0,22000.0,Current,Credit card refinancing,12.45,337xx,FL,< 1 year,1.0
2047660,9750.0,9750.0,9750.0,Current,Credit card refinancing,16.97,076xx,NJ,10+ years,1.0
1326033,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,10.56,327xx,FL,1 year,1.0
2196361,12425.0,12375.0,12425.0,Charged Off,Credit card refinancing,34.32,980xx,WA,10+ years,1.0
226687,29875.0,29875.0,29875.0,Fully Paid,Medical expenses,9.06,945xx,CA,4 years,1.0
913748,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,33.78,763xx,TX,10+ years,1.0
8639,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,26.29,920xx,CA,2 years,1.0
139571,35000.0,34900.0,35000.0,Charged Off,Major purchase,23.25,940xx,CA,5 years,1.0
978301,1500.0,1500.0,1500.0,Current,Home improvement,13.03,604xx,IL,10+ years,1.0
1929293,5000.0,5000.0,5000.0,Fully Paid,creditdept,15.93,195xx,PA,7 years,1.0
1360592,18000.0,18000.0,18000.0,Current,Debt consolidation,14.58,117xx,NY,3 years,1.0
1421718,5000.0,5000.0,5000.0,Current,Debt consolidation,32.76,331xx,FL,10+ years,1.0
844004,12000.0,12000.0,12000.0,Late (31-120 days),Debt consolidation,4.92,972xx,OR,2 years,1.0
218965,20000.0,20000.0,20000.0,Fully Paid,Credit card refinancing,21.36,949xx,CA,10+ years,1.0
915804,15000.0,14950.0,15000.0,Current,Debt consolidation,29.06,393xx,MS,,1.0
269236,20500.0,20500.0,20500.0,Charged Off,Debt consolidation,29.46,775xx,TX,3 years,1.0
733492,40000.0,40000.0,40000.0,Fully Paid,Debt consolidation,23.29,990xx,WA,3 years,1.0
1111143,17700.0,17700.0,17700.0,Fully Paid,Home improvement,7.69,939xx,CA,10+ years,1.0
2179255,4200.0,4200.0,4200.0,Current,Credit card refinancing,23.86,604xx,IL,4 years,1.0
843733,10000.0,10000.0,10000.0,Current,Debt consolidation,25.24,953xx,CA,< 1 year,1.0
587589,21000.0,21000.0,21000.0,Fully Paid,Home improvement,28.36,240xx,VA,10+ years,1.0
1703243,6000.0,6000.0,6000.0,Current,Debt consolidation,19.43,274xx,NC,10+ years,1.0
1809137,10000.0,10000.0,10000.0,Fully Paid,Business,26.55,335xx,FL,2 years,1.0
1454259,28000.0,28000.0,28000.0,Current,Debt consolidation,19.79,114xx,NY,6 years,1.0
775177,7700.0,7700.0,7700.0,Current,Credit card refinancing,12.58,327xx,FL,1 year,1.0
1727883,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,10.0,287xx,NC,6 years,1.0
514843,12000.0,12000.0,12000.0,Current,Credit card refinancing,18.63,836xx,ID,3 years,1.0
100436,32500.0,32500.0,32500.0,Fully Paid,Other,23.95,324xx,FL,,1.0
35195,4000.0,4000.0,4000.0,Fully Paid,Debt consolidation,39.67,750xx,TX,5 years,1.0
188420,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,11.27,327xx,FL,10+ years,1.0
1901051,16325.0,16325.0,16325.0,Fully Paid,Credit card refinancing,29.2,891xx,NV,2 years,1.0
369305,25000.0,25000.0,25000.0,Charged Off,Debt consolidation,33.8,880xx,NM,2 years,1.0
642838,27000.0,27000.0,27000.0,Fully Paid,Debt consolidation,23.35,011xx,MA,3 years,1.0
447842,4000.0,4000.0,4000.0,Current,Credit card refinancing,11.69,670xx,KS,4 years,1.0
80169,20000.0,19900.0,20000.0,Fully Paid,Debt consolidation,33.8,601xx,IL,10+ years,1.0
2231070,7000.0,7000.0,7000.0,Charged Off,Debt consolidation,26.95,302xx,GA,,1.0
409192,3050.0,3050.0,3050.0,Fully Paid,Debt consolidation,23.29,286xx,NC,,1.0
2217681,3000.0,3000.0,3000.0,Fully Paid,Home improvement,11.1,224xx,VA,10+ years,1.0
286323,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,5.33,117xx,NY,4 years,1.0
1094747,8000.0,8000.0,8000.0,Fully Paid,Home improvement,16.58,403xx,KY,10+ years,1.0
1184994,18000.0,18000.0,18000.0,Fully Paid,Debt consolidation,19.38,765xx,TX,8 years,1.0
802124,21000.0,21000.0,21000.0,Current,Debt consolidation,19.78,672xx,KS,5 years,1.0
290003,25000.0,25000.0,25000.0,Fully Paid,Debt consolidation,33.58,131xx,NY,7 years,1.0
253666,15825.0,15825.0,15825.0,Fully Paid,Debt consolidation,16.53,011xx,MA,< 1 year,1.0
560210,25000.0,25000.0,25000.0,Current,Debt consolidation,12.69,894xx,NV,10+ years,1.0
180862,22000.0,22000.0,22000.0,Charged Off,Debt consolidation,18.09,028xx,RI,5 years,1.0
763076,13925.0,13925.0,13925.0,Current,Debt consolidation,9.05,985xx,WA,3 years,1.0
1115625,15000.0,15000.0,15000.0,Charged Off,Credit card refinancing,25.44,111xx,NY,< 1 year,1.0
1190102,10750.0,10750.0,10750.0,Fully Paid,Debt consolidation,24.0,070xx,NJ,10+ years,1.0
822977,1350.0,1350.0,1350.0,Current,Home improvement,18.21,274xx,NC,,1.0
1626005,8000.0,8000.0,8000.0,Fully Paid,Car loan,10.3,231xx,VA,2 years,1.0
270820,4200.0,4200.0,4200.0,Charged Off,Debt consolidation,16.52,954xx,CA,9 years,1.0
1342606,11200.0,11200.0,11200.0,Charged Off,Debt Consolidation,22.77,212xx,MD,5 years,1.0
840733,4000.0,4000.0,4000.0,Current,Debt consolidation,27.98,661xx,KS,5 years,1.0
897817,27350.0,27350.0,27350.0,Fully Paid,Credit card refinancing,8.99,752xx,TX,2 years,1.0
1642703,5000.0,5000.0,5000.0,Fully Paid,Major Purchase,12.94,776xx,TX,1 year,1.0
1706393,15000.0,15000.0,15000.0,Current,Credit card refinancing,20.07,121xx,NY,10+ years,1.0
1653004,5000.0,4850.0,5000.0,Does not meet the credit policy. Status:Charged Off,Renovation of apartment in two family,6.4,125xx,NY,6 years,1.0
1133115,14950.0,14950.0,14950.0,Charged Off,Credit card refinancing,39.32,560xx,MN,1 year,1.0
2020637,10000.0,10000.0,10000.0,Fully Paid,Other,13.01,641xx,MO,2 years,1.0
959766,25000.0,25000.0,25000.0,Current,Debt consolidation,14.51,231xx,VA,10+ years,1.0
1793285,5600.0,5600.0,5600.0,Fully Paid,Debt Consolidation Loan,18.2,913xx,CA,9 years,1.0
1775751,12000.0,12000.0,12000.0,Fully Paid,Debit Free,20.38,324xx,FL,< 1 year,1.0
416570,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,20.89,847xx,UT,7 years,1.0
1711088,21600.0,21600.0,21600.0,Fully Paid,Debt consolidation,20.44,891xx,NV,10+ years,1.0
1915382,20000.0,20000.0,20000.0,Fully Paid,BE BLESSED,5.19,957xx,CA,1 year,1.0
1678619,6400.0,6400.0,6400.0,Late (31-120 days),Credit card refinancing,25.92,976xx,OR,2 years,1.0
260530,16000.0,16000.0,16000.0,Fully Paid,Debt consolidation,21.08,118xx,NY,10+ years,1.0
1171367,15000.0,15000.0,15000.0,Fully Paid,Credit card refinancing,20.44,452xx,OH,6 years,1.0
1428692,12000.0,12000.0,12000.0,Current,Credit card refinancing,6.03,115xx,NY,3 years,1.0
187728,30000.0,30000.0,30000.0,Current,Credit card refinancing,3.97,029xx,RI,10+ years,1.0
19387,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,17.73,079xx,NJ,3 years,1.0
837779,16500.0,16500.0,16500.0,Current,Debt consolidation,21.74,919xx,CA,10+ years,1.0
2108258,25600.0,25600.0,25600.0,Current,Medical expenses,9.66,940xx,CA,3 years,1.0
540116,10000.0,10000.0,10000.0,Current,Debt consolidation,29.46,953xx,CA,10+ years,1.0
1778698,15000.0,15000.0,15000.0,Fully Paid,Debt Consolidation,16.52,761xx,TX,10+ years,1.0
1012325,2800.0,2800.0,2800.0,Fully Paid,Credit card refinancing,12.2,330xx,FL,6 years,1.0
59705,5000.0,5000.0,5000.0,Fully Paid,Home improvement,22.79,302xx,GA,8 years,1.0
1053876,14000.0,14000.0,14000.0,Charged Off,Debt consolidation,17.36,368xx,AL,2 years,1.0
1397087,12000.0,12000.0,12000.0,Current,Credit card refinancing,27.13,585xx,ND,10+ years,1.0
1858584,15000.0,15000.0,15000.0,Fully Paid,Credit card refinancing,15.26,981xx,WA,2 years,1.0
2027247,20000.0,20000.0,20000.0,Current,Credit card refinancing,23.12,932xx,CA,10+ years,1.0
358816,23000.0,23000.0,23000.0,Fully Paid,Credit card refinancing,27.43,172xx,PA,8 years,1.0
1478919,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,11.72,908xx,CA,7 years,1.0
1603893,30000.0,30000.0,30000.0,Current,Business,14.27,890xx,NV,8 years,1.0
145043,9350.0,9350.0,9350.0,Fully Paid,Debt consolidation,11.35,930xx,CA,9 years,1.0
1274530,8800.0,8800.0,8800.0,Charged Off,Credit card refinancing,11.23,932xx,CA,3 years,1.0
2000654,25000.0,25000.0,25000.0,Charged Off,Debt consolidation,24.21,917xx,CA,10+ years,1.0
1211239,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,8.78,114xx,NY,7 years,1.0
860968,32000.0,32000.0,32000.0,Current,Debt consolidation,13.58,430xx,OH,10+ years,1.0
225500,30000.0,29950.0,30000.0,Fully Paid,Debt consolidation,20.9,983xx,WA,6 years,1.0
210415,30000.0,29700.0,30000.0,Fully Paid,Debt consolidation,3.17,945xx,CA,< 1 year,1.0
1396002,40000.0,40000.0,40000.0,Current,Debt consolidation,27.27,456xx,OH,10+ years,1.0
805515,15000.0,15000.0,15000.0,Current,Debt consolidation,12.98,601xx,IL,4 years,1.0
305364,24000.0,24000.0,24000.0,Fully Paid,Debt consolidation,16.95,985xx,WA,6 years,1.0
921598,26825.0,26825.0,26825.0,Charged Off,Debt consolidation,18.96,756xx,TX,2 years,1.0
1638903,10750.0,10246.45,10750.0,Fully Paid,Shreding the cards for good,18.1,329xx,FL,5 years,1.0
1602116,4000.0,4000.0,4000.0,Current,Debt consolidation,9.97,978xx,OR,10+ years,1.0
2081867,20000.0,20000.0,20000.0,Current,Debt consolidation,20.29,207xx,MD,8 years,1.0
353062,14000.0,14000.0,14000.0,Fully Paid,Credit card refinancing,13.87,972xx,OR,9 years,1.0
796957,25000.0,25000.0,25000.0,Current,Credit card refinancing,18.55,900xx,CA,10+ years,1.0
441671,10000.0,9725.0,10000.0,Current,Other,6.63,201xx,VA,6 years,1.0
1000428,27000.0,27000.0,27000.0,Fully Paid,Debt consolidation,15.24,483xx,MI,10+ years,1.0
538095,8800.0,8800.0,8800.0,Current,Credit card refinancing,18.12,750xx,TX,< 1 year,1.0
74129,25000.0,25000.0,25000.0,Fully Paid,Credit card refinancing,5.34,928xx,CA,10+ years,1.0
505355,40000.0,40000.0,40000.0,Fully Paid,Credit card refinancing,13.0,956xx,CA,10+ years,1.0
164108,21150.0,21150.0,21150.0,Fully Paid,Debt consolidation,24.93,342xx,FL,< 1 year,1.0
678057,25000.0,24950.0,25000.0,Fully Paid,Debt consolidation,19.57,740xx,OK,,1.0
530091,17600.0,17600.0,17600.0,Current,Credit card refinancing,29.88,470xx,IN,10+ years,1.0
929402,3000.0,3000.0,3000.0,Current,Debt consolidation,5.8,208xx,MD,2 years,1.0
1749538,5950.0,5950.0,5950.0,Fully Paid,Home buying,33.49,765xx,TX,10+ years,1.0
398296,6000.0,6000.0,6000.0,Charged Off,Credit card refinancing,9.44,100xx,NY,2 years,1.0
691436,5000.0,5000.0,5000.0,Charged Off,Debt consolidation,19.07,440xx,OH,9 years,1.0
865446,20000.0,20000.0,20000.0,Current,Vacation,13.33,335xx,FL,10+ years,1.0
2065202,6400.0,6400.0,6400.0,Charged Off,Debt consolidation,17.97,021xx,MA,3 years,1.0
1255310,6000.0,6000.0,6000.0,Fully Paid,Debt consolidation,10.68,927xx,CA,2 years,1.0
106238,5875.0,5875.0,5875.0,Fully Paid,Credit card refinancing,12.28,351xx,AL,,1.0
951403,4000.0,4000.0,4000.0,Current,Debt consolidation,2.67,100xx,NY,< 1 year,1.0
386355,22075.0,22075.0,22075.0,Current,Debt consolidation,26.09,217xx,MD,2 years,1.0
2168031,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,8.35,802xx,CO,10+ years,1.0
1878465,12000.0,11975.0,12000.0,Fully Paid,Debt Consolidation Loan,9.3,432xx,OH,6 years,1.0
1401900,5500.0,5500.0,5500.0,Current,Debt consolidation,29.26,064xx,CT,,1.0
1381934,16000.0,16000.0,16000.0,Current,Debt consolidation,20.13,600xx,IL,10+ years,1.0
262836,14000.0,14000.0,14000.0,Current,Debt consolidation,20.62,871xx,NM,10+ years,1.0
1413192,18000.0,18000.0,18000.0,Current,Debt consolidation,29.75,070xx,NJ,1 year,1.0
